['conversation', 'hello ']
['conversation', 'hello ']
['conversation', 'how far ']
['conversation', 'hello ']
['conversation', 'how far ']
['conversation', 'hi ']
['conversation', 'hello ']
['conversation', 'how far ']
['conversation', 'hi ']
['conversation', 'i am fine, you ? ']
['conversation', 'hello ']
['conversation', 'how far ']
['conversation', 'hi ']
['conversation', 'i am fine, you ? ']
['conversation', 'sure, so how old are you ? ']
['conversation', 'hello ']
['conversation', 'how far ']
['conversation', 'hi ']
['conversation', 'i am fine, you ? ']
['conversation', 'sure, so how old are you ? ']
['conversation', 'ok ']
['conversation', 'hello ']
['conversation', 'how far ']
['conversation', 'hi ']
['conversation', 'i am fine, you ? ']
['conversation', 'sure, so how old are you ? ']
['conversation', 'ok ']
['conversation', 'so uhmm, what can you do ? ']
['conversation', 'hello ']
['conversation', 'how far ']
['conversation', 'hi ']
['conversation', 'i am fine, you ? ']
['conversation', 'sure, so how old are you ? ']
['conversation', 'ok ']
['conversation', 'so uhmm, what can you do ? ']
['conversation', 'nice ']
['question', 'tell me about atoms ? ']
['question', 'tell me about atoms ? ']
['conversation', 'yes']
['conversation', 'hello ']
['conversation', 'hello ']
['question', 'define neurons ? ']
['conversation', 'hello ']
['question', 'define neurons ? ']
['conversation', 'what is your name ? ']
['conversation', 'hello ']
['conversation', 'hello ']
['conversation', 'i am fine ']
['conversation', 'hello ']
['conversation', 'i am fine ']
['conversation', 'so what is your name ? ']
['conversation', 'hello ']
['conversation', 'i am fine ']
['conversation', 'so what is your name ? ']
['conversation', 'ok great ']
['conversation', 'hello ']
['conversation', 'i am fine ']
['conversation', 'so what is your name ? ']
['conversation', 'ok great ']
['conversation', 'so what can you do ? ']
['conversation', 'hello ']
['conversation', 'hello ']
['question', 'define what a cell is / ']
['conversation', 'hello ']
['conversation', 'hello ']
['conversation', 'how is your family ? ']
['conversation', 'hello ']
['conversation', 'how is your family ? ']
['question', 'how is you ? ']
['conversation', 'hello ']
['conversation', 'how is your family ? ']
['question', 'how is you ? ']
['conversation', 'how is your family ? ']
['conversation', 'hello ']
['conversation', 'how is your family ? ']
['question', 'how is you ? ']
['conversation', 'how is your family ? ']
['conversation', 'how are you ? ']
['conversation', 'hello ']
['conversation', 'how is your family ? ']
['question', 'how is you ? ']
['conversation', 'how is your family ? ']
['conversation', 'how are you ? ']
['conversation', 'how far ']
['conversation', 'hello ']
['conversation', 'how is your family ? ']
['question', 'how is you ? ']
['conversation', 'how is your family ? ']
['conversation', 'how are you ? ']
['conversation', 'how far ']
['question', 'how close ? ']
['conversation', 'hello ']
['conversation', 'how is your family ? ']
['question', 'how is you ? ']
['conversation', 'how is your family ? ']
['conversation', 'how are you ? ']
['conversation', 'how far ']
['question', 'how close ? ']
['question', '']
['conversation', 'hello ']
['conversation', 'how is your family ? ']
['question', 'how is you ? ']
['conversation', 'how is your family ? ']
['conversation', 'how are you ? ']
['conversation', 'how far ']
['question', 'how close ? ']
